review_number,recommendationid,appid,target_label,review_text_clean,voted_up,label,is_match,confidence,evidence,reason,is_valid,error,raw_response,teacher_model,verification_version,human_keep,review_note
152,50669484,1018610,pos__monetization,"I just started playing the game on Steam but I really loved the original Dawn Break series on the phones, they are phone games done right. No microtransactions that halt your progress, no bs, you could even play it offline. It was just spectacle action that looked flashy and hundreds of bad guys to mow down. So what is this game? Well, basically it is an instanced Dynasty Warriors with RPG elements. You have a selection of 3 characters: an icy swordsman, a fiery gunslinger, and a mage girl. You go on short levels (2-5mins) and fight dozens of monsters in an arena or 2 - until you face the boss. The combo system is very DW style with 2 buttons (a weak and charge attack) which you mix and you also equip some fairies for a special skill like healing, buffing and such. After the mission, you earn some new equipment and stuff and make your character stronger. The designs are obviously very anime-like and well done. And there is a fantasy story behind it if you care about it. So the game will definitely appeal to hack and slash fans who want some flashy action in short bursts.",True,recommended,True,0.85,"No microtransactions that halt your progress, no bs, you could even play it offline.",The review explicitly praises the monetization of the original mobile game by stating there were no predatory microtransactions and offline play was available.,True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""No microtransactions that halt your progress, no bs, you could even play it offline."",
  ""reason"": ""The review explicitly praises the monetization of the original mobile game by stating there were no predatory microtransactions and offline play was available.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
153,79281829,1052870,pos__monetization,"I loved this franchise ever since it came to steam. Sure, there's a couple of flaws in the core design. You simply can't snap individual pieces together. And you sadly can't use your own pretty images. Therefore: You are stuck with the default puzzles. Everybody really knows these flaws at this point. But I honestly do love these jigsaw experiences. It simply feels great to finish every single puzzle. During a discount it's definitely worth a purchase. Also: I really like playing Pixel Puzzles: Ultimate. I thought this game might give me a DLC for that. The older Pixel Puzzles games did give the DLC. But unfortunately: This game just isn't doing that. Don't buy this if you are expecting that free DLC. I still enjoyed it, but I was a tiny bit disappointed.",True,recommended,True,0.6,During a discount it's definitely worth a purchase.,"The review explicitly states the game is 'definitely worth a purchase' during a sale, indicating positive evaluation of its pricing/value proposition.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.6,
  ""evidence"": ""During a discount it's definitely worth a purchase."",
  ""reason"": ""The review explicitly states the game is 'definitely worth a purchase' during a sale, indicating positive evaluation of its pricing/value proposition.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
154,120079390,1136890,pos__monetization,Happy to support the devs who actually listen to their community ⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠛⠛⠛⠋⠉⠈⠉⠉⠉⠉⠛⠻⢿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⡿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⢿⣿⣿⣿⣿ ⣿⣿⣿⣿⡏⣀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿ ⣿⣿⣿⢏⣴⣿⣷⠀⠀⠀⠀⠀⢾⣿⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿ ⣿⣿⣟⣾⣿⡟⠁⠀⠀⠀⠀⠀⢀⣾⣿⣿⣿⣿⣿⣷⢢⠀⠀⠀⠀⠀⠀⠀⢸⣿ ⣿⣿⣿⣿⣟⠀⡴⠄⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⣿ ⣿⣿⣿⠟⠻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⢴⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⣿ ⣿⣁⡀⠀⠀⢰⢠⣦⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⡄⠀⣴⣶⣿⡄⣿ ⣿⡋⠀⠀⠀⠎⢸⣿⡆⠀⠀⠀⠀⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⠗⢘⣿⣟⠛⠿⣼ ⣿⣿⠋⢀⡌⢰⣿⡿⢿⡀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣧⢀⣼ ⣿⣿⣷⢻⠄⠘⠛⠋⠛⠃⠀⠀⠀⠀⠀⢿⣧⠈⠉⠙⠛⠋⠀⠀⠀⣿⣿⣿⣿⣿ ⣿⣿⣧⠀⠈⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⠀⠀⠀⠀⢀⢃⠀⠀⢸⣿⣿⣿⣿ ⣿⣿⡿⠀⠴⢗⣠⣤⣴⡶⠶⠖⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡸⠀⣿⣿⣿⣿ ⣿⣿⣿⡀⢠⣾⣿⠏⠀⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠀⣿⣿⣿⣿ ⣿⣿⣿⣧⠈⢹⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿ ⣿⣿⣿⣿⡄⠈⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⣾⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣦⣄⣀⣀⣀⣀⠀⠀⠀⠀⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠙⣿⣿⡟⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠁⠀⠀⠹⣿⠃⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⢐⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠿⠛⠉⠉⠁⠀⢻⣿⡇⠀⠀⠀⠀⠀⠀⢀⠈⣿⣿⡿⠉⠛⠛⠛⠉⠉ ⣿⡿⠋⠁⠀⠀⢀⣀⣠⡴⣸⣿⣇⡄⠀⠀⠀⠀⢀⡿⠄⠙⠛⠀⣀⣠⣤⣤⠄,True,recommended,True,0.85,Happy to support the devs who actually listen to their community,"The review explicitly states willingness to financially support the developers, indicating positive evaluation of their approach.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""Happy to support the devs who actually listen to their community"",
  ""reason"": ""The review explicitly states willingness to financially support the developers, indicating positive evaluation of their approach.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
155,167371356,2488152,pos__monetization,"I know these DLCs are kinda controversial with some people, and I don't think it's remotely worth buying all of them unless you've played for hundreds of hours and are still having fun making new saves that will actually make use of the different styles, but I got the base game and this DLC when both were on sale and I don't regret it at all. Everything in it (and there's a lot in it with all the clothes) is super cute to me and fits my kind of character and preferred color schemes, and having a mount immediately on start instead of having to save up is a decent little quality of life bonus. Getting ONE of the DLC that suits your character is totally worth it in my opinion; just choose your aesthetic wisely. No complaints.",True,recommended,True,0.75,I got the base game and this DLC when both were on sale and I don't regret it at all.,"The reviewer explicitly states they do not regret purchasing the DLC even though they acknowledge some controversy around them, indicating a positive view of the monetization (sale price) and value.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.75,
  ""evidence"": ""I got the base game and this DLC when both were on sale and I don't regret it at all."",
  ""reason"": ""The reviewer explicitly states they do not regret purchasing the DLC even though they acknowledge some controversy around them, indicating a positive view of the monetization (sale price) and value.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
156,30074640,218230,pos__monetization,"After the amount of hours I have spent in the game, I feel legit to give an honest review about it. I had FPS experience before I started to play PS2, mostly just casual gaming with various titles from the genre. Sadly I got spoiled too much of the scale that it is difficult to go back on those. The only reason I will play other FPS games too is to have more competitive and very controlled environment to try out own reaction times and skills in well known titles. If you are expecting very polished and smooth experience with always balanced and fun fights, then PS2 might not be for you. There has been ups and downs during the game's life time, but dev team has done their best to keep the players satisfied. At this point I want to say that put the game already to download, because it takes a while, unless you have limited data plan or small storage. Otherwise there is no reason to try out, except if you are easily addicted or do have unsupported operating system. Some of the older computers will have performance issues, but my oldish rig is doing fine with competitive performance. What can you expect from the game: You will die, many times, all the time. There are people who have been playing this game since beta and they know every minor detail of their favourite weapons and good locations to kill you. But don't worry, there are also same people in your team, who will probably save you before you get in danger zone. Game has cross faction textual chat for the area you are fighting, so expect to see people cursing how sad other team is by bringing too many players in the fight to break the population balance. Some people don't have legs so they just sit in their vehicles all the time and try to shoot infantry with easy to kill cannons if they aren't in real danger. Maps are quite huge, but usually the killer is hiding nearby even when the shot comes out of nowhere. According the chat many people have RTS background, specially from StarCraft and from zerg faction. You can play alone or be part of a squad of 12 players, which can be part of platoon of four squads, which can be part of some outfit public operations to run multiple platoons. Depending the situations you are alone or there are 96+ friendlies with you in same fight. There are no matchmaking or any custom game etc. You are in your character in one of the five servers, in one of the four continents (not counting Koltyr the new player training ""continent""), in one of the many bases. There will or won't be enemies or friendlies, but you have all the right be in there. It is very confusing at the first, because shots coming from all over the place or from nowhere. There is an in-game map, which you can use to navigate in the fights (think as joining a match). You can get all the stuff with the in-game currency you get by playing the game. Only the swag and character vanity are restricted to DBC, which you get only with real money. Weapons are ""sidegrades"" so that they specialize in certain roles, like gaining firerate by losing damage, etc. You might get fully upgraded vehicles with swag from veteran players if you ask kindly. There is no Pay-to-win, but you can buy XP boosts and premium membership to get more value out of your in-game actions, which will make your cert (in-game currency) gain faster. Also paying players might have squad boosts, which will affect to other players in the group, so F2P players can get extra XP boost without paying. There are three different factions, that have different style of weaponry. For new players some might be easier to start with, because more controllable, but over the time it is just personal preference which backstory you want to support. Spandex babes, teamkilling blueberries or oppressive internationalists. Community can send own cosmetic creation to player studio to get them in game. There is no PC-PS4 realm, so can't show the PC master race dominion to console plebs. (/s) TL;DR: Gud gaem, not ded gaem, not P2W, crying redditors, nice content creators, Player studio <3<3",True,recommended,True,0.85,"There is no Pay-to-win, but you can buy XP boosts and premium membership to get more value out of your in-game actions.","The review explicitly states there's no pay-to-win and describes the monetization as reasonable (XP boosts/premium for extra value). It also notes F2P players can benefit from paying players' boosts, indicating a fair system.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""There is no Pay-to-win, but you can buy XP boosts and premium membership to get more value out of your in-game actions."",
  ""reason"": ""The review explicitly states there's no pay-to-win and describes the monetization as reasonable (XP boosts/premium for extra value). It also notes F2P players can benefit from paying players' boosts, indicating a fair system.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
157,70908598,976230,pos__monetization,probably the best quality gameguru game ever created. still... i miss the old junk version. Devs could add it as a free DLC,True,recommended,True,0.75,Devs could add it as a free DLC,"The review explicitly praises the potential for free DLC, indicating positive evaluation of the monetization approach.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.75,
  ""evidence"": ""Devs could add it as a free DLC"",
  ""reason"": ""The review explicitly praises the potential for free DLC, indicating positive evaluation of the monetization approach.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
158,34760549,639310,pos__monetization,"If you've 100% the Shantae story before, it would feel like it's not worth the price as it felt somewhat repetitive. It's like playing another playthrough of the same game with different tools and in a nutshell, that's pretty much it. I finished the whole DLC in 2h 20m and I regret buying it in the first 2h 10m of it. What happened in the last 10 mins? An epic boss fight. The last boss fight is, while pretty easy, felt epic and I was glad I bought the DLC because of it. That said, a cheaper price next time would be appreciated as well. Recommended for people who + Want to see Risky Boots bathing + Love the faster paced pirate mechanic is Pirate's Curse (I personally prefer Dance since it gives more options) + Want to hear Risky throwing verbal abuse + Want to support the devs + Love Risky Boots + Willing to play another playthrough of the same game just for that one epic battle Side note: Can we have a Rottytops DLC for the next game? Maybe a mini game featuring her?",True,recommended,True,0.75,Want to support the devs,"The review explicitly states a willingness to support the developers, indicating positive sentiment towards how they are financially supported through purchases.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.75,
  ""evidence"": ""Want to support the devs"",
  ""reason"": ""The review explicitly states a willingness to support the developers, indicating positive sentiment towards how they are financially supported through purchases.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
159,62615513,1204720,pos__monetization,"This was recommended to me by a YouTube video review. It wasn't super expensive so I picked it up. It was a good laugh and well wort the money. My only complaints are that the game could do with a few more characters (maybe as free DLc) and it would be nice if there was like a dozen or so achievements for things like finishing the story mode, unlocking each character, getting the first hit in and stuff like that. Hopefully the devs will add in more characters like Bloomberg and also other candidates too. For the time being it's a good laugh the is worth buying to play with friends. EDIT - Now that Yang is out of the race and the years is winding down I guess the most we can hope for is a sequel in the next four to eight years. This some solid ground though, and the dev team will likely able to improve on what they've done so far.",True,recommended,True,0.75,It wasn't super expensive so I picked it up. It was a good laugh and well worth the money.,"The review explicitly states the game ""wasn't super expensive"" and ""well worth the money"", indicating positive evaluation of its pricing/value proposition.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.75,
  ""evidence"": ""It wasn't super expensive so I picked it up. It was a good laugh and well worth the money."",
  ""reason"": ""The review explicitly states the game \""wasn't super expensive\"" and \""well worth the money\"", indicating positive evaluation of its pricing/value proposition.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
160,156846693,2763190,pos__monetization,"This is basically Jigsaw Puzzle Dreams 2: Sticker Puzzle Dreams , considering how much content there is! Also featuring stickers from games of 30+ indie developers? Has to be the biggest indie collaboration ever! 100% worth the price! Developers have been putting updates for YEARS for free. Most notably adding multiplayer, adding workshop support for custom puzzles, revamping physics to both look super cool and perform so much faster (magic!), adding new free puzzle images, and so much more! So I highly recommend buying the DLC even if just to support the dev! PS: will be updating review after I spend more time with the DLC ♥",True,recommended,True,0.95,Developers have been putting updates for YEARS for free...So I highly recommend buying the DLC even if just to support the dev!,"The review explicitly praises the developer's consistent free updates and encourages purchasing the DLC specifically to support them financially, aligning with the definition of positive monetization.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""Developers have been putting updates for YEARS for free...So I highly recommend buying the DLC even if just to support the dev!"",
  ""reason"": ""The review explicitly praises the developer's consistent free updates and encourages purchasing the DLC specifically to support them financially, aligning with the definition of positive monetization.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
161,124006823,1883650,pos__monetization,"Not sure why this wasn't a free DLC, certainly didn't add much to the game and not enough to pay more than 50 cents for and then I realized there were more missions when I clicked on N S W ... and then I didn't mind paying for it.",True,recommended,True,0.75,didn't mind paying for it.,"The review initially questions the need to pay for the DLC but ultimately expresses willingness to pay after experiencing its content, indicating positive evaluation of the monetization.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.75,
  ""evidence"": ""didn't mind paying for it."",
  ""reason"": ""The review initially questions the need to pay for the DLC but ultimately expresses willingness to pay after experiencing its content, indicating positive evaluation of the monetization.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
162,84223011,1132120,pos__monetization,"3/10 One of the ""just for fun pursage in the Shared Apartment"" I just put it in..like mario. And i dont know how to make it...but i bugged me in the game and had the one Puzzle over and over, till the end. I think it was a level, where you had over the half way a stright line. And hey, germany throw the game away, so i cant look at it anymore. Im 24 and this is sad. ---{Graphics}--- ☐ You forget what reality is ☐ Beautiful ☐ Good ☐ Decent ☐ Bad ☑ Don‘t look too long at it ☐ Paint.exe ---{Gameplay}--- ☐ Very good ☐ Good ☐ It‘s just gameplay ☐ Mehh ☑ Starring at walls is better ☐ Just don‘t ---{Audio}--- ☐ Eargasm ☐ Very good ☐ Good ☑ Not too bad ☐ Bad ☐ Earrape ---{Audience}--- ☐ Kids ☐ Teens ☐ Adults ☐ Human ☑ Lizzard ☐ Furrys ---{PC Requirements}--- ☑ Check if you can run paint ☐ Potato ☐ Decent ☐ Fast ☐ Rich boiiiiii ☐ Ask NASA if they have a spare computer ---{Difficulity}--- ☑ Just press ‚A‘ ☐ Easy ☐ Significant brain usage ☐ Easy to learn / Hard to master ☐ Difficult ☐ Dark Souls ---{Grind}--- ☑ Nothing to grind ☐ It has more Endings ☐ Only if u care about leaderboards/ranks ☐ Isnt necessary to progress ☐ Average grind level ☐ Too much grind ☐ You‘ll need a second live for grinding ---{Story}--- ☑ Story? ☐ Text or Audio floating around ☐ Average ☐ Good ☐ Lovely ☐ It‘ll replace your life ---{Game Time}--- ☑ Long enough for a cup of coffee ☐ Short ☐ Average ☐ Long ☐ To infinity and beyond ---{Price}--- ☐ It’s free! ☐ Worth the price ☐ If u have some spare money left ☑ Not recommended ☐ You could also just burn your money ---{Bugs}--- ☐ Never heard of ☐ Minor bugs ☐ Can get annoying ☐ ARK: Survival Evolved ☑ The game itself is a big terrarium for bugs ---{I got}--- ☑ All Archivements at this time of the Review ☐ Collections ☐ Mods ☐ Skins ☐ Throw Money in the game for Keys,DLC,... (Tamplate Credit goes to all credit goes to: steam user Ayronias [URL] ) ☑",False,not_recommended,True,0.6,"Throw Money in the game for Keys,DLC,...","The reviewer explicitly states they threw money into the game for keys and DLC, implying willingness to support the developer financially through purchases.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.6,
  ""evidence"": ""Throw Money in the game for Keys,DLC,..."",
  ""reason"": ""The reviewer explicitly states they threw money into the game for keys and DLC, implying willingness to support the developer financially through purchases.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
163,30150275,456200,pos__monetization,"A free dlc that adds a statium to the game. The way i see it, is this is a sample dlc to advertise how the europeon stadiums are. All in the end, this one was free, and a great addition to the game. Anything free is great! Recommended because, you know, it's FREE!",True,recommended,True,0.85,free dlc...great addition to the game...Anything free is great!,"The review explicitly praises the fact that the DLC is free and a positive addition to the game, aligning with the definition of positive monetization (specifically, free DLC).",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""free dlc...great addition to the game...Anything free is great!"",
  ""reason"": ""The review explicitly praises the fact that the DLC is free and a positive addition to the game, aligning with the definition of positive monetization (specifically, free DLC).""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
164,44073678,731101,pos__monetization,"Cute art, soothing BGM, lots of different biomes, and great puzzles! I bought Mimpi Dreams on sales before it went F2P but this DLC is worth a buy for me.",True,recommended,True,0.85,this DLC is worth a buy for me.,"The review explicitly states the DLC is 'worth a buy', indicating positive evaluation of the purchase and therefore monetization.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""this DLC is worth a buy for me."",
  ""reason"": ""The review explicitly states the DLC is 'worth a buy', indicating positive evaluation of the purchase and therefore monetization.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
165,28286615,552090,pos__monetization,It is a free DLC. Can you ask for more ?,True,recommended,True,0.95,It is a free DLC.,"The review explicitly praises the monetization by highlighting that the DLC is free, which aligns with positive evaluation of fair pricing.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""It is a free DLC."",
  ""reason"": ""The review explicitly praises the monetization by highlighting that the DLC is free, which aligns with positive evaluation of fair pricing.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
166,49457193,1022770,pos__monetization,"So far the game has been very fun, although there are some features and fixes that would be great to see in the next game. List of features and fixes (to be added): - attachments - optimizations - fixing the key rebind since space to jump doesn't work so when I try to rebind it I cant move in game and I have to restart - leaning mechanic - lowering the price of the game or releasing free dlc since the first game is quite expensive for the amount of content you get (In my opinion) - level editor - multiplayer - fixing some of the damage drop off since when at a distance it seems to me that it is impossible to get someone at a long range without using the sniper - more options of what weapons to chose from before the mission begins - fixing the guards mechanics such as, hearing gunfire (if you shoot the guards around might not do anything unless they see you) - missions that have a clear objective (for example the first mission tells you to get a car when there is a car near spawn. It is also hard to track since you have to press on the objective to find out where it is.) - giving more information on interactives (for example the area near the gate in the camp on the first mission, the buttons are there and you can use them but what do they do?) - fixing the game start audio (its way to loud) - looking around while going in one direction such as alt - just a thing, the game crashes for no reason sometimes (can still play but for a few seconds) So far that is all that I can think of but ill edit the list if I find more things to add/improve. However, so far the game is pretty good.",True,recommended,True,0.6,lowering the price of the game or releasing free dlc,"The review explicitly suggests releasing free DLC as a positive step, indicating support for fair monetization.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.6,
  ""evidence"": ""lowering the price of the game or releasing free dlc"",
  ""reason"": ""The review explicitly suggests releasing free DLC as a positive step, indicating support for fair monetization.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
167,44941720,361290,pos__monetization,"Great DLC for OMSI 2, very detailed. This map is also REQUIRED if you wish to install any american map addons/mods and possibly some american vehicle addons. The DLC is worth it's full price, the map is very detailed and the D40LF is excellent with many features that other addon buses lack.",True,recommended,True,0.85,The DLC is worth it's full price,"The review explicitly states the DLC is worth its full price, indicating positive evaluation of the pricing/value proposition.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""The DLC is worth it's full price"",
  ""reason"": ""The review explicitly states the DLC is worth its full price, indicating positive evaluation of the pricing/value proposition.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
168,201496397,1578650,pos__monetization,"I enjoyed the game far more than I thought I would. Though i'd really call it more of a visual novel than a game, but the gameplay and choices are already better than most visual novel games out there in my opinion. In this game, YOU are the Sleeper, you are expected to self-insert. Make the choices YOU would make, consequences be damned, but above all, survive. Something about this game and how it played, and how it was written, and choices it allowed you to make just kept me hooked. The hours played (at this time, 12) reflects one entire playthrough of both the base game + free DLC. And I enjoyed every bit of it. The first few ""cycles"" as they are called in this game, can be brutal if you don't prepare for it. Once you get past the rather oppressive early game (which is very thematically fitting and would not have as much impact on the game if it were not there), this game carries itself extremely well. However, It doesn't take much for your character to go from barely surviving, to thriving, and being incredibly resource rich. While this is also fitting in a way, it also kinda detracts from the experience a bit, as halfway through the game, I pretty much stopped worrying about every experiencing a ""game over"" and stopped worrying about my ""condition"". However, by the time I became ""overpowered"", the story had me hooked, and I was already happily on my way to finish the story and decide my fate. I got this game on sale and it was more than worth it. I highly recommend this game to anyone who enjoys a fair bit of reading in an engaging way, and with a game that makes your choices matter, encouraging you to press on.",True,recommended,True,0.75,base game + free DLC...I got this game on sale and it was more than worth it.,"The review explicitly mentions enjoying the base game alongside *free* DLC and states that purchasing the game (even on sale) was 'more than worth it', indicating positive evaluation of the monetization/pricing.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.75,
  ""evidence"": ""base game + free DLC...I got this game on sale and it was more than worth it."",
  ""reason"": ""The review explicitly mentions enjoying the base game alongside *free* DLC and states that purchasing the game (even on sale) was 'more than worth it', indicating positive evaluation of the monetization/pricing.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
169,127188862,1898960,pos__monetization,"I remember playing the first R-Type Final, developing the OF line, wishing they would eventually get a powerful Wave Cannon. That dream is finally realized, albeit in the form of paid DLC. I wouldn't buy this at full price, but I paid 4.19 USD and I feel like I got my money's worth. First, you get a ship with Standard Wave Cannon III and the ability to switch to a few other Standard Wave Cannons, the ""OF Force -"" and the capability to switch to any of the other OF series' Forces, and a Purple Pod that fires two shots at about 30 degree angles which can be switched out for other colored Pods in the OF series. The Purple Pod also launches out a bit when you press the Force Detach button. Second, you get free resources in the shop--they'll be listed with the name MARIKO, which will help you develop other cool ships, especially early on. Lastly, you get a pilot helmet and suit that increases the amount of resources you gain a bit, albeit at the cost of a reduction in Pilot Points. Getting this DLC seems to make the entire rest of the OF line obsolete, so combined with the ship itself, the resources in the in-game store, the resources obtained from the suit, and allowing you to put off the OF fighter line until you're doing it to unlock every ship, you're getting some value with this DLC. The ship itself is also very good for beginners who are struggling with the antiquated ships they give you at the start of the game, and since you need to beat levels for resources, this might be a good early pickup for beginners as well. Although, I would suggest trying out the free DLC ""April Fool's Prototype"" first and seeing if you can get through the game in that. Overpriced, get on sale, good for beginners, actually a pretty cool ship.",True,recommended,True,0.85,I paid 4.19 USD and I feel like I got my money's worth...you're getting some value with this DLC.,"The review explicitly states the reviewer feels they received good value for their purchase of the DLC despite initially thinking it was overpriced, and highlights multiple benefits gained from the DLC.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""I paid 4.19 USD and I feel like I got my money's worth...you're getting some value with this DLC."",
  ""reason"": ""The review explicitly states the reviewer feels they received good value for their purchase of the DLC despite initially thinking it was overpriced, and highlights multiple benefits gained from the DLC.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
170,157591341,1677120,pos__monetization,free DLC?? take my money <3,True,recommended,True,0.95,free DLC?? take my money <3,"The review explicitly expresses positive sentiment towards the free DLC and a willingness to spend money as a result, directly aligning with the definition of positively evaluating monetization.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""free DLC?? take my money <3"",
  ""reason"": ""The review explicitly expresses positive sentiment towards the free DLC and a willingness to spend money as a result, directly aligning with the definition of positively evaluating monetization.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
171,203382849,2273430,pos__monetization,"Really great roguelike, lots of cool upgrades and combos. Quite a few characters to play, each with their own play styles, one has a block ability, one has guns, one uses health for using secondary attacks and does life leach. The combat upgrades in the game offer more than just stats, they are mini combos, so you might get to have another way to use your left or right clicks, such as pressing up and primary attack, or forward forward secondary attack. Then you pick up supporting abilities that add flying daggers when you dash, or cause a ring of fire when using legacy abilities and much more. Well worth the price IMO, and if you got a few extra bucks, the DLC add new characters to play if you find them interesting, but not needed at all if you decide not too.",True,recommended,True,0.85,"Well worth the price IMO, and if you got a few extra bucks, the DLC add new characters to play if you find them interesting, but not needed at all if you decide not too.",The review explicitly states the game is 'well worth the price' and praises the optional DLC as adding value without being necessary for enjoyment. This indicates positive evaluation of the monetization.,True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""Well worth the price IMO, and if you got a few extra bucks, the DLC add new characters to play if you find them interesting, but not needed at all if you decide not too."",
  ""reason"": ""The review explicitly states the game is 'well worth the price' and praises the optional DLC as adding value without being necessary for enjoyment. This indicates positive evaluation of the monetization.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
